Id,Price
5135,135934.7881735188
5327,217479.33340065138
13133,245342.3123447517
1676,310098.49431901186
16296,275610.6170945813
1095,145198.8795113031
12528,164391.64432846743
7348,282260.8442284696
11663,170521.61507347014
1803,204470.94660919963
1510,213617.75280047793
16045,210224.75017644002
2900,147470.8494556868
3236,177500.42182066143
1318,241055.17563907398
14948,214081.93069622415
7840,273514.28435206076
15325,187476.30832419725
8700,179768.76551510996
15706,195301.28382842772
14449,162815.87946083024
16117,175567.52421942426
4529,200283.4445968189
11199,192245.75153107752
4052,304958.87258304795
821,204052.1572823244
68,272130.8850926681
554,125901.82840569227
452,196027.19473886595
11394,307907.82180697325
11393,171499.75187402166
9535,162594.59914480132
4024,194273.67935764612
10069,219088.75506940397
12007,165572.494464459
12368,416178.8412827399
1259,339230.45897303097
1124,295956.0416870412
3707,186009.2470299808
8767,169796.39437019924
1919,167263.23851086615
16741,164892.9467799881
6664,277748.8836168319
5688,356903.80117496924
7799,153986.9840271339
14843,338332.7606186981
7532,156544.50554394777
8133,162658.46331687478
6264,309515.2304763175
4125,171864.85724945564
2410,185227.46240178667
13607,208738.28038089137
1716,272912.92771371524
1370,148487.37781968704
2273,376769.2391818442
15298,329807.7922349178
4284,247861.91046522197
12303,151489.2806170613
7808,138120.89843229245
2203,142129.43994644223
7237,132632.8607113304
15864,149988.89656589154
2844,196801.81953779358
5729,166031.00373328975
11812,336353.47720700945
1779,170581.21920004737
6442,139344.15846270954
6160,208209.79230843828
8266,203292.83075840908
9903,154596.39114434048
2867,135473.62208339397
6998,180622.12997353706
13932,172704.5130301892
12587,176887.62378335232
3611,279149.953752163
2646,255911.89708311015
1890,167817.64909897267
860,262635.62755984225
14187,190411.49998668436
12569,275803.48425716144
1276,93536.79209786667
12025,198902.13228499977
4890,312643.65545233816
14410,289130.52801112505
10352,302992.2003591804
11407,307819.2366844991
10384,171543.37445349392
7622,267835.0930425756
12578,169730.78292956616
15820,165713.48123926087
563,199369.60485819532
15226,166844.60040557195
6396,216708.5284825071
6247,148979.12661633984
3339,165727.82769042283
10975,289726.0009247898
7475,104345.58089745828
11129,200978.72153342457
3051,241201.21861893995
10232,243860.9221310928
14106,185746.9100853097
5502,225802.6647526184
4558,76460.29130828957
4181,146675.3069704889
8426,128827.19962890336
6611,148244.3941360526
14641,147248.69541713918
15539,272907.5770039577
13119,133039.18113915704
11716,169870.67509877545
7316,265914.1236961805
7791,111863.6730089933
13034,327716.5499783478
1068,231843.12715989875
4060,153327.29629375265
10172,221955.8605762685
2591,193703.26237149874
12494,328904.5340231118
7828,319253.48734094
15284,167192.0163255531
7947,180884.94252643725
16335,221066.89651838515
10234,332912.07441399794
2797,252194.35011475222
5341,251961.55746770007
3059,291143.80014812865
1559,68866.14600426698
15320,273330.81427338533
10284,364648.8996381485
4134,215834.8004582126
4481,236460.5039351497
7222,186638.7922314583
4062,219491.0006392584
2192,212935.92690442287
9637,183978.83790866408
16236,179681.5052907256
4272,160221.28640545483
9406,283023.559679289
14309,215832.4411039749
1946,295416.17024714174
16235,240005.79087673582
7146,168478.50384913437
16784,235220.97108278656
349,319839.3242199355
6251,175474.73528283503
5128,374974.99196440005
11718,185174.14349215745
16721,92880.3491779368
12517,208706.01900776697
15961,182484.98047490045
9428,151919.35486608616
14541,151767.43653079148
10168,110146.35561828318
11270,155057.857002465
13210,234630.94074992108
11518,168983.97989663485
12612,181420.33319370143
16352,134941.8674415923
9935,135491.75148758365
15521,287599.8786739178
11482,208871.83453632242
11443,173750.473605238
9459,266049.9889474173
9218,195128.33423915008
854,144797.01139123132
5619,140210.61044537814
9208,176678.50296760793
4391,130700.62717064178
15207,158862.36968885956
7183,182969.55305567515
16442,215654.50372248734
7936,81495.41495859691
10606,360655.04546185886
4979,152361.96390479937
4854,279565.30750378827
16476,128062.43863612531
10516,148801.24318052293
16261,283243.3847064456
90,450419.52473951265
5433,177823.35851179407
14338,139661.66990254947
13487,217854.89608660838
8211,480145.04349629226
170,152874.0794587415
14051,99566.77784694536
10686,199429.79994218398
7595,312374.3313273944
6777,400410.48710532254
14661,173733.34976210148
13991,310099.2566649726
16795,176995.66359788872
2740,127983.24521773463
7368,330061.1818606309
2413,253267.61983186784
1852,466582.6587553121
15200,383919.03827369196
8467,297156.1216516446
16379,276739.39788997447
3375,184934.10225736682
5945,446982.7948102034
2641,176223.73932711195
2837,321709.6458288283
3498,207458.95200235705
10876,158024.8982865656
1285,215719.44089587603
9285,251476.27934774713
4015,324504.2408811564
2526,176111.859327377
7814,190072.21008898204
7117,323826.4202990999
12359,122531.92512725442
3303,302285.2835102477
13874,169930.9441076124
5484,183136.77399245577
15067,156067.92272845656
12639,214389.23866215753
3388,219917.31934926484
4256,191718.49896065792
15738,226892.72304072493
14049,173418.53835220577
15780,190263.3115883416
9564,179388.68894549017
11910,213793.12715151062
11315,197577.7230973039
1733,169201.71376642963
3910,314705.40176733205
7552,484354.8485166992
254,204255.79908455905
5222,230553.60507213895
8314,225278.71681840136
16743,212854.9310547806
10335,134235.47222608436
8226,267155.21138128376
12254,215978.53179963081
13152,222059.28283056358
15020,200702.3105035702
16349,220701.77661934975
11924,148484.15708398022
12543,188371.32166153906
14114,221026.2122894049
12318,260788.0057606897
15383,178143.20627305814
6679,206223.2910740589
635,175349.39422828858
15993,253463.97925730151
11375,192645.6667938426
11216,178286.8061247223
15401,211215.0644153901
11301,163290.44053990173
13804,266824.97036290454
10839,204212.3908106429
1588,327850.08083223796
3596,180865.10670738804
5816,181273.2365004602
8099,141897.5798127845
6551,200084.306614628
14075,512224.3491876786
13431,205995.18922618436
9481,308142.0218122475
5295,143463.73039937115
15859,351889.8444822049
10634,292137.5298362979
444,233288.68983666247
11686,268524.0621018475
1213,206819.89544773626
13970,153569.01982557448
6849,481143.1316575831
9911,249783.14455468737
5649,166900.83590797137
7184,259644.96597773745
5877,276625.3814569105
1655,286400.4080960748
15301,199011.65721459308
12389,231107.92917681605
5241,269725.96645931154
7048,170732.05313989907
10574,140025.6557507924
8593,162567.29928292608
4752,177657.7905665233
14663,192220.1176656637
10994,211936.4884145437
87,86071.71945438781
5132,125236.3718535469
6372,377793.1405793109
7411,274589.4027590074
3319,238427.5297727425
9355,137352.9155689009
5139,287296.6884921545
56,277384.4194172158
3249,176422.14481939247
5047,77253.3674330336
13238,393905.24129823217
2190,299687.1616822262
15599,176951.76516851952
6542,167194.56184620745
1968,200563.77226949588
5630,177061.98841782258
9157,236725.72093823034
789,189485.64770216073
1413,265629.71766779403
12514,254335.53933133767
13459,135988.94232645273
1345,229526.87108041614
4034,199316.7915046301
15169,143851.72337042895
6770,261234.64374716667
3334,171549.94423976625
12998,176096.84172062346
15870,231026.4090234142
1871,160599.97543001414
5770,155974.42085349737
13196,117449.6930265503
7633,188077.12606660146
10699,208996.81467917666
15470,191257.4305466357
1903,473260.9801802363
13860,252889.17073378578
7649,215158.65441323933
11043,236397.14401495867
2922,232467.46903767352
7538,339718.61356552044
9477,116634.00563793421
117,489563.6467783602
1457,251223.83087871768
7082,167758.30432851933
3053,258644.65995475597
12522,107091.75969874482
5744,370923.8283014183
13566,374663.2630091372
1464,126976.6078219657
3852,114044.1802072037
9557,217956.98946267177
14719,406315.7592884755
13978,119306.78672417127
3286,147981.31195986966
13019,334457.345328353
1421,158371.34552723952
13502,183851.07150564576
14811,132731.9221232798
9297,271155.39337082126
7749,460443.71436164086
16555,135569.8968358386
14576,182565.2244062489
12766,166313.18828576847
4679,166968.6051807388
10033,191418.42172463576
11231,258233.0341863832
15112,163379.82288365127
10617,182391.5538141342
2175,170762.2863959666
16502,431199.12338774174
10106,189346.79999291265
12561,159448.93745610767
15907,290221.90580078185
8069,118600.9161519735
8316,127496.70817461004
12343,243534.8135346462
12092,192221.64058027105
1527,173999.21991195876
10010,212297.8357683316
655,113519.28327944188
10549,154458.34696717598
3248,111089.8747037621
13499,286960.13312693866
14959,205570.43971499347
6070,151699.1943398405
11360,265088.9383671034
12102,204829.54670211204
11870,317617.7814531013
3713,147407.67252039743
3230,155652.0738976266
7742,215704.82244004164
15092,328294.12012486195
8728,273596.63023287576
3386,141732.29770036187
9409,145251.8875774213
16545,259980.13925367408
3127,171106.44258077533
11344,167997.20457034215
2112,233770.43348833415
7310,196009.56749977724
6313,206010.06222569558
3681,368900.0710427775
5114,394572.95646766806
270,159079.24612041828
14350,179644.3527908379
12223,331260.0492576902
1066,193239.46587278103
16116,412059.57391049253
11410,470898.17376795696
4088,166369.85925370923
5956,171379.73805999313
14669,163675.846265074
13871,146757.7278537663
4126,254107.41514362264
12114,204455.8946245274
16607,160633.9196836987
4266,227757.0142422358
13518,196749.0046192187
11856,256389.5583375053
3885,260338.24671054154
8891,179172.39751605297
4964,163517.79736392296
7696,171066.57524931498
6894,151572.1370625164
9766,175523.021251707
4800,159728.59956672887
2840,184460.33756327344
4743,176532.14191545194
13562,490552.2741166886
8301,200143.53464573732
5405,171828.69989810901
1535,178654.25302248364
9073,127519.5678078528
1698,355100.5639198453
12262,229635.10700245664
6794,187139.56671432444
12701,172754.90272425127
8432,173108.98600297762
13540,144469.32577136715
8629,144463.23940850585
1440,188848.11882181076
8596,199572.81885598402
9575,260583.67397418534
14976,101528.11512073285
3149,218730.2920462494
5157,179666.51867347964
10748,187091.49712288135
9719,399951.86059044074
6376,187529.63995148873
9733,174457.87240110783
4749,193433.49753556243
4994,358925.2083061394
538,195559.79343974052
5512,129279.44146468656
9778,165140.3778691724
9761,141089.82774610285
3174,394970.7745564068
13429,190222.60813776255
10467,77385.46497911525
14129,198971.11797218656
13608,210317.80829791262
11106,149063.06280050628
12048,171718.48791859185
1054,351986.0210383758
3582,266991.60113141406
1566,160072.21728063386
11529,138746.3185577084
11859,139096.83131530543
10582,146337.79618319543
14907,459327.38764188124
14039,164011.54427060598
10489,179270.0857991562
3331,322634.01494736824
10153,234193.97077059746
5271,169145.232482607
11871,369129.21457841125
776,131937.1680088831
3994,175703.94495439046
9433,68465.99673562578
14275,137675.45485567176
8030,250282.55552523996
8169,291500.41232109594
8053,184043.33810069997
4822,223001.40663399853
13197,227111.89984619344
13634,265835.146338063
8951,192886.23369972067
12176,237693.0916713872
15471,151513.36182717548
14962,132347.46536284775
12512,123667.41536030745
8697,465974.91012500454
7095,232906.06735471878
13639,195185.96258312542
16660,174972.1559747416
5848,146643.67502352982
5386,179432.2397154836
10880,308900.33164180827
3954,179229.79301865576
13426,276140.04774899303
5966,205635.42074789616
16315,279796.5099786187
7455,178445.90861955928
11071,230748.69067594796
14740,216582.52723796826
16087,202618.65030751657
8931,227294.6909305958
15289,155108.7496391556
16089,261661.49753616095
12128,183549.03654898016
4724,230226.4103813722
8585,195307.79119140984
7188,219715.3652347924
5423,150718.14701347577
10488,193295.13131079695
5980,231567.22507597075
8376,247381.57355234076
12397,130476.55831028907
16496,168758.00317771765
4891,244877.1374037294
9710,139406.7676024964
6339,174695.0253832014
244,176243.75509984075
5002,233164.79752596567
5358,186037.32530162143
7636,154362.7096906173
9361,330708.97844707774
3601,111673.16329079532
15755,165084.85701991108
172,183518.37737239662
3037,319922.4998393727
577,256114.48684175513
3607,197294.65807881154
2515,117113.4933434163
10413,147477.23035061854
10511,213220.01828190393
4637,491586.64646519365
12736,284127.808739473
9534,237897.19360316943
11641,164830.57864786714
10419,269081.4212149778
15313,207110.25437811398
14915,197578.62429957982
12409,359584.2416597153
9405,127921.85863887097
14066,211598.5985521637
14108,187444.1841509395
11931,232005.75106663446
11464,323943.11121217074
926,150209.65605478518
11190,218815.52542833742
10260,180610.67560814254
12712,202106.4420464998
1234,192193.12593041922
11608,102478.92621082839
3776,272389.3087169918
4881,209201.61320033882
10266,197022.52833420914
3262,250243.65568664207
3576,385301.17798540153
16604,421870.8888618055
8041,231836.36616658705
10691,242859.09531309662
8357,189735.33494731362
11661,142495.34720174962
4453,243613.5478572376
15936,219423.02415012853
8463,242916.81781513002
15770,232695.41972838048
466,171346.95111331483
14965,86716.45240441764
11227,197686.58779019932
9894,272548.8817085388
11746,198117.46021893458
4118,155315.54113000675
756,305281.7327494802
15589,219486.36082545025
109,338185.8168943465
5778,230365.13955324845
1731,93416.30184488981
3450,157984.34717185487
2961,220349.3535210887
222,173497.35381990907
11454,345654.7102245786
7339,185061.88747572675
12096,97468.50472682255
14074,183509.76133620724
4058,178812.15573682045
6603,256368.65499078788
3289,116482.95041518814
16681,295830.919130729
8200,321042.19605121075
3343,265371.4445137841
7802,187587.27360582107
2082,463967.0682322842
217,242882.4459218951
1720,176757.6637999972
7224,213862.50611561345
6176,131860.3578142672
12571,239005.25607564757
16666,301105.99203482445
8908,212948.07777335224
6914,200190.6653638699
5428,203201.7847202048
381,180348.48342389925
3991,180678.9151960647
16365,281715.3858261792
1046,181340.9021851834
391,154460.34523922013
9212,341990.2773633616
3022,200217.42608233524
9961,121884.29861692876
6764,335135.3050264905
7720,176313.144928059
4809,221850.98674569736
8877,309825.77601827343
7817,188113.92849111828
10614,114459.84727691124
5553,293848.27347035636
16488,126551.05979450482
11002,168197.70404376672
13592,299081.77299603785
15050,228605.9664342357
13553,264786.28092957236
9041,247666.74748336076
5461,425207.94928084966
16274,339044.60961952864
2138,141218.491539889
6245,167085.68174419316
8245,184259.68010307534
6491,213851.45106814703
13218,205813.94117669726
13101,109903.23217700738
10462,141651.29642541648
4079,179468.92580724988
1506,396320.59425643313
14107,127266.75438213952
12215,274621.44344141055
11576,310721.64424660103
10567,228406.02262498037
12713,218352.96084799376
1468,412287.12941281375
2549,261222.31896328062
4172,243533.44361430034
12380,227804.86641982305
3513,116847.1259763789
8165,264709.7735052676
1127,215118.99378500434
14601,444064.58015791577
15526,317770.1023956954
986,333005.27513727266
14968,215789.1876714805
9348,247767.9557937668
6317,273305.5516664867
7497,85839.73298800933
5079,358538.39389542217
528,175345.11054830236
10964,155710.6931491724
5812,310337.2320542096
11022,209894.72522640802
16251,123014.8748177517
5863,112734.04913760505
8664,206867.45942402066
5396,209636.59812266755
6917,248407.43571765014
12776,126355.09193174011
473,249749.12099128452
13333,204503.37306935186
13023,192497.87177774307
7357,209681.04445937742
10955,426385.18158832606
11914,335438.14115062304
12535,155169.72371888597
11205,201454.96221330014
13209,187064.144719438
16119,331473.07759559597
2174,273815.13674351736
4834,243769.6371226436
10151,186753.20802774426
5584,217608.26367468023
6672,209497.86187923845
12858,284684.2776516557
5106,169392.3270776404
8884,182483.03609729474
13766,164563.0715693639
12556,131495.56994242276
12910,213645.63573558044
6258,126780.96211590538
7100,220861.36192521732
1793,191298.8295146335
3335,187210.80543428133
12835,182806.2991588493
10591,168189.06406903325
15707,254706.18275852595
16389,147402.57540542266
7440,347613.0999151558
6293,181928.84563226879
3937,194910.35508869155
16527,201103.99394525884
5102,221869.58377208817
10734,348327.2415667996
7986,153809.1164401297
6495,118728.64783732787
9571,208628.59734589385
5131,178256.1384351523
10761,354705.82300090394
143,378976.44525472913
13829,168419.52200577492
13662,254037.10559813914
1771,138932.0310750291
5448,210693.14292922328
8594,162511.31990185427
12038,332799.14841780375
16471,173824.6903696549
16764,141430.69963572963
1282,180671.8772818986
15101,263387.6162239832
9473,141960.75949370136
2324,396708.0232094122
14448,250308.53932310265
6000,72361.2984499297
2077,144610.08544529643
12960,241536.32739849496
15837,200215.99132224193
8805,234396.97120650185
9987,230561.3695482927
1580,361657.81425785803
11089,127487.81445052083
10926,219357.36230430682
12773,426617.22391305654
6490,254831.42352912918
10858,125369.47996397104
2831,136571.82439961995
16326,154684.31288122965
371,194609.36044138877
8852,209776.64150955863
6713,302647.16455214145
4230,184395.35129579902
3639,218971.55453597897
3642,196375.35960082867
5149,195123.28579181203
2861,206392.0743941318
13300,100316.89836226674
2807,284928.02429345995
5919,101890.52092381661
12716,487969.5531960878
4271,249878.14405432402
16055,228104.3359343373
3747,261092.08568591133
5857,272432.74054615217
6884,356076.0422586898
16027,305084.1558839384
3512,314085.38401282235
5181,166406.76918026083
16732,264368.8839500421
1908,178316.18492657505
12082,181594.03226241714
7286,134196.00414691222
8216,141831.37084660487
6929,323107.5723227624
3950,331009.5534318112
12479,178140.3980549933
877,130323.22818531345
1366,191661.2997926038
384,133996.28161416156
5767,220495.46232364778
6910,170556.3946430865
187,203605.39270484055
10164,313233.0190276084
8603,214546.26177728924
15834,212265.11229509395
3078,134011.83219165786
3479,258058.642430206
6671,224455.90738097805
6078,174163.12369463578
16271,156260.772419351
16191,165035.54526796046
11544,182299.87300326442
7781,195988.6004658868
14918,346303.08726174413
6238,196156.26930175806
12989,196708.62919321295
11907,187379.49517381095
9696,157871.71325621667
14084,312863.49316302454
3895,147639.20407440927
4367,182826.67300195893
8453,76624.13460718261
7638,339661.61105326534
8373,253599.90303553137
4674,178154.2622884032
15787,156840.30247889998
5903,281859.859052895
13679,204412.2673530843
9018,423530.7732978958
15823,245829.2059763261
13289,146140.77029527412
9896,188331.33237127814
14436,190330.4555497124
5547,246649.39537791765
4048,387483.6766747928
16579,224523.02911981673
8550,216798.25865266577
9385,290399.7135408989
5242,161250.8062645285
31,234778.73996224423
6144,279800.2968182357
3990,199270.18471058225
2523,93619.45974489956
12608,262967.9134172795
7234,178831.8212369615
15264,197759.0130924286
9623,185556.91868952868
3161,335842.7187781226
7425,104583.66118985995
13021,277588.4341652981
4044,152395.41644210464
15411,232355.03400709096
979,302469.623539355
5514,232555.97805017297
4817,166381.86946401297
2115,183325.65720424659
10571,276838.1756841592
8992,213506.02981464638
15546,171976.5223295127
11359,133562.6338589125
11972,179904.7671256848
12838,162853.27635782413
5948,129825.78208258128
422,293166.00229237665
4855,144530.84933205604
16197,118425.12008803287
8926,423937.6393937853
5703,224352.2330428997
8848,217077.66839819527
7039,318549.4798209487
3806,161129.02284456493
15154,228153.70468221253
13132,174812.61090792765
7438,201542.26257526776
4398,212476.82492645667
2440,190152.19107533369
3751,144247.474556907
1476,186468.527057505
2264,270782.4520198616
16444,157279.45451751788
10704,168906.1741288413
4033,141994.1842534747
4508,120873.04958042121
16290,260884.25815462778
10387,204440.25576584
5457,155158.04179326576
4910,268877.0424960233
7451,190394.70595420242
10732,176093.62837922823
8015,158987.8133322097
6148,182510.72946133043
5892,233541.65918883064
7825,212449.89888856717
6851,214352.81717899474
6633,200737.60255886498
2139,266533.4781965619
10213,275681.80794180545
2830,200114.0856251079
13907,148498.99592378348
15897,349869.5765195282
8311,181474.8274998679
14230,204553.97699835256
3878,195858.5433592761
13732,190096.38919345467
12110,179766.14990688334
10675,400323.7098566386
12946,138199.93467673374
16754,217121.3804057021
4394,272252.11236988055
16728,179588.87846125147
14378,303857.49091068935
9949,175009.699727934
994,171601.14972675615
13258,146636.15781863968
5883,372357.2297430767
6933,366676.8069219492
13193,231799.16712120664
13286,170784.1266753947
13407,363295.19513648713
7512,116689.68284735194
7221,203230.56351536233
14428,195254.9543145707
1740,197107.64872347645
3,144933.64839918358
12952,211640.04661492715
11537,146911.17286060387
2558,137844.18513539032
14081,266340.7963213187
3517,222444.14389465662
7149,233998.94689124144
15777,117057.14632968216
8995,233320.151388246
826,445480.13309419976
509,272486.9407532819
14875,307502.71356052335
6591,152452.2072817126
11283,112697.03832778339
9897,247553.54151812938
14902,172163.14943757482
14291,201370.46621662943
3162,229980.7566301188
4206,188022.53786678272
11580,195155.2001840971
2007,203319.26549197955
14939,354099.84580662224
13572,180468.04167716054
10720,168721.74667006353
